Gene_Symbol,Mapping_Status,Platform_Source
GENE_1559,Shared,GPL570 & GPL96
GENE_1560,Shared,GPL570 & GPL96
GENE_1561,Shared,GPL570 & GPL96
GENE_1562,Shared,GPL570 & GPL96
GENE_1563,Shared,GPL570 & GPL96
GENE_1564,Shared,GPL570 & GPL96
GENE_1565,Shared,GPL570 & GPL96
GENE_1566,Shared,GPL570 & GPL96
GENE_1567,Shared,GPL570 & GPL96
GENE_1568,Shared,GPL570 & GPL96
GENE_1569,Shared,GPL570 & GPL96
GENE_1570,Shared,GPL570 & GPL96
GENE_1571,Shared,GPL570 & GPL96
GENE_1572,Shared,GPL570 & GPL96
GENE_1573,Shared,GPL570 & GPL96
GENE_1574,Shared,GPL570 & GPL96
GENE_1575,Shared,GPL570 & GPL96
GENE_1576,Shared,GPL570 & GPL96
GENE_1577,Shared,GPL570 & GPL96
GENE_1578,Shared,GPL570 & GPL96
GENE_1579,Shared,GPL570 & GPL96
GENE_1580,Shared,GPL570 & GPL96
GENE_1581,Shared,GPL570 & GPL96
GENE_1582,Shared,GPL570 & GPL96
GENE_1583,Shared,GPL570 & GPL96
GENE_1584,Shared,GPL570 & GPL96
GENE_1585,Shared,GPL570 & GPL96
GENE_1586,Shared,GPL570 & GPL96
GENE_1587,Shared,GPL570 & GPL96
GENE_1588,Shared,GPL570 & GPL96
GENE_1589,Shared,GPL570 & GPL96
GENE_1590,Shared,GPL570 & GPL96
GENE_1591,Shared,GPL570 & GPL96
GENE_1592,Shared,GPL570 & GPL96
GENE_1593,Shared,GPL570 & GPL96
GENE_1594,Shared,GPL570 & GPL96
GENE_1595,Shared,GPL570 & GPL96
GENE_1596,Shared,GPL570 & GPL96
GENE_1597,Shared,GPL570 & GPL96
GENE_1598,Shared,GPL570 & GPL96
GENE_1599,Shared,GPL570 & GPL96
GENE_1600,Shared,GPL570 & GPL96
GENE_1601,Shared,GPL570 & GPL96
GENE_1602,Shared,GPL570 & GPL96
GENE_1603,Shared,GPL570 & GPL96
GENE_1604,Shared,GPL570 & GPL96
GENE_1605,Shared,GPL570 & GPL96
GENE_1606,Shared,GPL570 & GPL96
GENE_1607,Shared,GPL570 & GPL96
GENE_1608,Shared,GPL570 & GPL96
GENE_1609,Shared,GPL570 & GPL96
GENE_1610,Shared,GPL570 & GPL96
GENE_1611,Shared,GPL570 & GPL96
GENE_1612,Shared,GPL570 & GPL96
GENE_1613,Shared,GPL570 & GPL96
GENE_1614,Shared,GPL570 & GPL96
GENE_1615,Shared,GPL570 & GPL96
GENE_1616,Shared,GPL570 & GPL96
GENE_1617,Shared,GPL570 & GPL96
GENE_1618,Shared,GPL570 & GPL96
GENE_1619,Shared,GPL570 & GPL96
GENE_1620,Shared,GPL570 & GPL96
GENE_1621,Shared,GPL570 & GPL96
GENE_1622,Shared,GPL570 & GPL96
GENE_1623,Shared,GPL570 & GPL96
GENE_1624,Shared,GPL570 & GPL96
GENE_1625,Shared,GPL570 & GPL96
GENE_1626,Shared,GPL570 & GPL96
GENE_1627,Shared,GPL570 & GPL96
GENE_1628,Shared,GPL570 & GPL96
GENE_1629,Shared,GPL570 & GPL96
GENE_1630,Shared,GPL570 & GPL96
GENE_1631,Shared,GPL570 & GPL96
GENE_1632,Shared,GPL570 & GPL96
GENE_1633,Shared,GPL570 & GPL96
GENE_1634,Shared,GPL570 & GPL96
GENE_1635,Shared,GPL570 & GPL96
GENE_1636,Shared,GPL570 & GPL96
GENE_1637,Shared,GPL570 & GPL96
GENE_1638,Shared,GPL570 & GPL96
GENE_1639,Shared,GPL570 & GPL96
GENE_1640,Shared,GPL570 & GPL96
GENE_1641,Shared,GPL570 & GPL96
GENE_1642,Shared,GPL570 & GPL96
GENE_1643,Shared,GPL570 & GPL96
GENE_1644,Shared,GPL570 & GPL96
GENE_1645,Shared,GPL570 & GPL96
GENE_1646,Shared,GPL570 & GPL96
GENE_1647,Shared,GPL570 & GPL96
GENE_1648,Shared,GPL570 & GPL96
GENE_1649,Shared,GPL570 & GPL96
GENE_1650,Shared,GPL570 & GPL96
GENE_1651,Shared,GPL570 & GPL96
GENE_1652,Shared,GPL570 & GPL96
GENE_1653,Shared,GPL570 & GPL96
GENE_1654,Shared,GPL570 & GPL96
GENE_1655,Shared,GPL570 & GPL96
GENE_1656,Shared,GPL570 & GPL96
GENE_1657,Shared,GPL570 & GPL96
GENE_1658,Shared,GPL570 & GPL96
GENE_1659,Shared,GPL570 & GPL96
GENE_1660,Shared,GPL570 & GPL96
GENE_1661,Shared,GPL570 & GPL96
GENE_1662,Shared,GPL570 & GPL96
GENE_1663,Shared,GPL570 & GPL96
GENE_1664,Shared,GPL570 & GPL96
GENE_1665,Shared,GPL570 & GPL96
GENE_1666,Shared,GPL570 & GPL96
GENE_1667,Shared,GPL570 & GPL96
GENE_1668,Shared,GPL570 & GPL96
GENE_1669,Shared,GPL570 & GPL96
GENE_1670,Shared,GPL570 & GPL96
GENE_1671,Shared,GPL570 & GPL96
GENE_1672,Shared,GPL570 & GPL96
GENE_1673,Shared,GPL570 & GPL96
GENE_1674,Shared,GPL570 & GPL96
GENE_1675,Shared,GPL570 & GPL96
GENE_1676,Shared,GPL570 & GPL96
GENE_1677,Shared,GPL570 & GPL96
GENE_1678,Shared,GPL570 & GPL96
GENE_1679,Shared,GPL570 & GPL96
GENE_1680,Shared,GPL570 & GPL96
GENE_1681,Shared,GPL570 & GPL96
GENE_1682,Shared,GPL570 & GPL96
GENE_1683,Shared,GPL570 & GPL96
GENE_1684,Shared,GPL570 & GPL96
GENE_1685,Shared,GPL570 & GPL96
GENE_1686,Shared,GPL570 & GPL96
GENE_1687,Shared,GPL570 & GPL96
GENE_1688,Shared,GPL570 & GPL96
GENE_1689,Shared,GPL570 & GPL96
GENE_1690,Shared,GPL570 & GPL96
GENE_1691,Shared,GPL570 & GPL96
GENE_1692,Shared,GPL570 & GPL96
GENE_1693,Shared,GPL570 & GPL96
GENE_1694,Shared,GPL570 & GPL96
GENE_1695,Shared,GPL570 & GPL96
GENE_1696,Shared,GPL570 & GPL96
GENE_1697,Shared,GPL570 & GPL96
GENE_1698,Shared,GPL570 & GPL96
GENE_1699,Shared,GPL570 & GPL96
GENE_1700,Shared,GPL570 & GPL96
GENE_1701,Shared,GPL570 & GPL96
GENE_1702,Shared,GPL570 & GPL96
GENE_1703,Shared,GPL570 & GPL96
GENE_1704,Shared,GPL570 & GPL96
GENE_1705,Shared,GPL570 & GPL96
GENE_1706,Shared,GPL570 & GPL96
GENE_1707,Shared,GPL570 & GPL96
GENE_1708,Shared,GPL570 & GPL96
GENE_1709,Shared,GPL570 & GPL96
GENE_1710,Shared,GPL570 & GPL96
GENE_1711,Shared,GPL570 & GPL96
GENE_1712,Shared,GPL570 & GPL96
GENE_1713,Shared,GPL570 & GPL96
GENE_1714,Shared,GPL570 & GPL96
GENE_1715,Shared,GPL570 & GPL96
GENE_1716,Shared,GPL570 & GPL96
GENE_1717,Shared,GPL570 & GPL96
GENE_1718,Shared,GPL570 & GPL96
GENE_1719,Shared,GPL570 & GPL96
GENE_1720,Shared,GPL570 & GPL96
GENE_1721,Shared,GPL570 & GPL96
GENE_1722,Shared,GPL570 & GPL96
GENE_1723,Shared,GPL570 & GPL96
GENE_1724,Shared,GPL570 & GPL96
GENE_1725,Shared,GPL570 & GPL96
GENE_1726,Shared,GPL570 & GPL96
GENE_1727,Shared,GPL570 & GPL96
GENE_1728,Shared,GPL570 & GPL96
GENE_1729,Shared,GPL570 & GPL96
GENE_1730,Shared,GPL570 & GPL96
GENE_1731,Shared,GPL570 & GPL96
GENE_1732,Shared,GPL570 & GPL96
GENE_1733,Shared,GPL570 & GPL96
GENE_1734,Shared,GPL570 & GPL96
GENE_1735,Shared,GPL570 & GPL96
GENE_1736,Shared,GPL570 & GPL96
GENE_1737,Shared,GPL570 & GPL96
GENE_1738,Shared,GPL570 & GPL96
GENE_1739,Shared,GPL570 & GPL96
GENE_1740,Shared,GPL570 & GPL96
GENE_1741,Shared,GPL570 & GPL96
GENE_1742,Shared,GPL570 & GPL96
GENE_1743,Shared,GPL570 & GPL96
GENE_1744,Shared,GPL570 & GPL96
GENE_1745,Shared,GPL570 & GPL96
GENE_1746,Shared,GPL570 & GPL96
GENE_1747,Shared,GPL570 & GPL96
GENE_1748,Shared,GPL570 & GPL96
GENE_1749,Shared,GPL570 & GPL96
GENE_1750,Shared,GPL570 & GPL96
GENE_1751,Shared,GPL570 & GPL96
GENE_1752,Shared,GPL570 & GPL96
GENE_1753,Shared,GPL570 & GPL96
GENE_1754,Shared,GPL570 & GPL96
GENE_1755,Shared,GPL570 & GPL96
GENE_1756,Shared,GPL570 & GPL96
GENE_1757,Shared,GPL570 & GPL96
GENE_1758,Shared,GPL570 & GPL96
GENE_1759,Shared,GPL570 & GPL96
GENE_1760,Shared,GPL570 & GPL96
GENE_1761,Shared,GPL570 & GPL96
GENE_1762,Shared,GPL570 & GPL96
GENE_1763,Shared,GPL570 & GPL96
GENE_1764,Shared,GPL570 & GPL96
GENE_1765,Shared,GPL570 & GPL96
GENE_1766,Shared,GPL570 & GPL96
GENE_1767,Shared,GPL570 & GPL96
GENE_1768,Shared,GPL570 & GPL96
GENE_1769,Shared,GPL570 & GPL96
GENE_1770,Shared,GPL570 & GPL96
GENE_1771,Shared,GPL570 & GPL96
GENE_1772,Shared,GPL570 & GPL96
GENE_1773,Shared,GPL570 & GPL96
GENE_1774,Shared,GPL570 & GPL96
GENE_1775,Shared,GPL570 & GPL96
GENE_1776,Shared,GPL570 & GPL96
GENE_1777,Shared,GPL570 & GPL96
GENE_1778,Shared,GPL570 & GPL96
GENE_1779,Shared,GPL570 & GPL96
GENE_1780,Shared,GPL570 & GPL96
GENE_1781,Shared,GPL570 & GPL96
GENE_1782,Shared,GPL570 & GPL96
GENE_1783,Shared,GPL570 & GPL96
GENE_1784,Shared,GPL570 & GPL96
GENE_1785,Shared,GPL570 & GPL96
GENE_1786,Shared,GPL570 & GPL96
GENE_1787,Shared,GPL570 & GPL96
GENE_1788,Shared,GPL570 & GPL96
GENE_1789,Shared,GPL570 & GPL96
GENE_1790,Shared,GPL570 & GPL96
GENE_1791,Shared,GPL570 & GPL96
GENE_1792,Shared,GPL570 & GPL96
GENE_1793,Shared,GPL570 & GPL96
GENE_1794,Shared,GPL570 & GPL96
GENE_1795,Shared,GPL570 & GPL96
GENE_1796,Shared,GPL570 & GPL96
GENE_1797,Shared,GPL570 & GPL96
GENE_1798,Shared,GPL570 & GPL96
GENE_1799,Shared,GPL570 & GPL96
GENE_1800,Shared,GPL570 & GPL96
GENE_1801,Shared,GPL570 & GPL96
GENE_1802,Shared,GPL570 & GPL96
GENE_1803,Shared,GPL570 & GPL96
GENE_1804,Shared,GPL570 & GPL96
GENE_1805,Shared,GPL570 & GPL96
GENE_1806,Shared,GPL570 & GPL96
GENE_1807,Shared,GPL570 & GPL96
GENE_1808,Shared,GPL570 & GPL96
GENE_1809,Shared,GPL570 & GPL96
GENE_1810,Shared,GPL570 & GPL96
GENE_1811,Shared,GPL570 & GPL96
GENE_1812,Shared,GPL570 & GPL96
GENE_1813,Shared,GPL570 & GPL96
GENE_1814,Shared,GPL570 & GPL96
GENE_1815,Shared,GPL570 & GPL96
GENE_1816,Shared,GPL570 & GPL96
GENE_1817,Shared,GPL570 & GPL96
GENE_1818,Shared,GPL570 & GPL96
GENE_1819,Shared,GPL570 & GPL96
GENE_1820,Shared,GPL570 & GPL96
GENE_1821,Shared,GPL570 & GPL96
GENE_1822,Shared,GPL570 & GPL96
GENE_1823,Shared,GPL570 & GPL96
GENE_1824,Shared,GPL570 & GPL96
GENE_1825,Shared,GPL570 & GPL96
GENE_1826,Shared,GPL570 & GPL96
GENE_1827,Shared,GPL570 & GPL96
GENE_1828,Shared,GPL570 & GPL96
GENE_1829,Shared,GPL570 & GPL96
GENE_1830,Shared,GPL570 & GPL96
GENE_1831,Shared,GPL570 & GPL96
GENE_1832,Shared,GPL570 & GPL96
GENE_1833,Shared,GPL570 & GPL96
GENE_1834,Shared,GPL570 & GPL96
GENE_1835,Shared,GPL570 & GPL96
GENE_1836,Shared,GPL570 & GPL96
GENE_1837,Shared,GPL570 & GPL96
GENE_1838,Shared,GPL570 & GPL96
GENE_1839,Shared,GPL570 & GPL96
GENE_1840,Shared,GPL570 & GPL96
GENE_1841,Shared,GPL570 & GPL96
GENE_1842,Shared,GPL570 & GPL96
GENE_1843,Shared,GPL570 & GPL96
GENE_1844,Shared,GPL570 & GPL96
GENE_1845,Shared,GPL570 & GPL96
GENE_1846,Shared,GPL570 & GPL96
GENE_1847,Shared,GPL570 & GPL96
GENE_1848,Shared,GPL570 & GPL96
GENE_1849,Shared,GPL570 & GPL96
GENE_1850,Shared,GPL570 & GPL96
GENE_1851,Shared,GPL570 & GPL96
GENE_1852,Shared,GPL570 & GPL96
GENE_1853,Shared,GPL570 & GPL96
GENE_1854,Shared,GPL570 & GPL96
GENE_1855,Shared,GPL570 & GPL96
GENE_1856,Shared,GPL570 & GPL96
GENE_1857,Shared,GPL570 & GPL96
GENE_1858,Shared,GPL570 & GPL96
GENE_1859,Shared,GPL570 & GPL96
GENE_1860,Shared,GPL570 & GPL96
GENE_1861,Shared,GPL570 & GPL96
GENE_1862,Shared,GPL570 & GPL96
GENE_1863,Shared,GPL570 & GPL96
GENE_1864,Shared,GPL570 & GPL96
GENE_1865,Shared,GPL570 & GPL96
GENE_1866,Shared,GPL570 & GPL96
GENE_1867,Shared,GPL570 & GPL96
GENE_1868,Shared,GPL570 & GPL96
GENE_1869,Shared,GPL570 & GPL96
GENE_1870,Shared,GPL570 & GPL96
GENE_1871,Shared,GPL570 & GPL96
GENE_1872,Shared,GPL570 & GPL96
GENE_1873,Shared,GPL570 & GPL96
GENE_1874,Shared,GPL570 & GPL96
GENE_1875,Shared,GPL570 & GPL96
GENE_1876,Shared,GPL570 & GPL96
GENE_1877,Shared,GPL570 & GPL96
GENE_1878,Shared,GPL570 & GPL96
GENE_1879,Shared,GPL570 & GPL96
GENE_1880,Shared,GPL570 & GPL96
GENE_1881,Shared,GPL570 & GPL96
GENE_1882,Shared,GPL570 & GPL96
GENE_1883,Shared,GPL570 & GPL96
GENE_1884,Shared,GPL570 & GPL96
GENE_1885,Shared,GPL570 & GPL96
GENE_1886,Shared,GPL570 & GPL96
GENE_1887,Shared,GPL570 & GPL96
GENE_1888,Shared,GPL570 & GPL96
GENE_1889,Shared,GPL570 & GPL96
GENE_1890,Shared,GPL570 & GPL96
GENE_1891,Shared,GPL570 & GPL96
GENE_1892,Shared,GPL570 & GPL96
GENE_1893,Shared,GPL570 & GPL96
GENE_1894,Shared,GPL570 & GPL96
GENE_1895,Shared,GPL570 & GPL96
GENE_1896,Shared,GPL570 & GPL96
GENE_1897,Shared,GPL570 & GPL96
GENE_1898,Shared,GPL570 & GPL96
GENE_1899,Shared,GPL570 & GPL96
GENE_1900,Shared,GPL570 & GPL96
GENE_1901,Shared,GPL570 & GPL96
GENE_1902,Shared,GPL570 & GPL96
GENE_1903,Shared,GPL570 & GPL96
GENE_1904,Shared,GPL570 & GPL96
GENE_1905,Shared,GPL570 & GPL96
GENE_1906,Shared,GPL570 & GPL96
GENE_1907,Shared,GPL570 & GPL96
GENE_1908,Shared,GPL570 & GPL96
GENE_1909,Shared,GPL570 & GPL96
GENE_1910,Shared,GPL570 & GPL96
GENE_1911,Shared,GPL570 & GPL96
GENE_1912,Shared,GPL570 & GPL96
GENE_1913,Shared,GPL570 & GPL96
GENE_1914,Shared,GPL570 & GPL96
GENE_1915,Shared,GPL570 & GPL96
GENE_1916,Shared,GPL570 & GPL96
GENE_1917,Shared,GPL570 & GPL96
GENE_1918,Shared,GPL570 & GPL96
GENE_1919,Shared,GPL570 & GPL96
GENE_1920,Shared,GPL570 & GPL96
GENE_1921,Shared,GPL570 & GPL96
GENE_1922,Shared,GPL570 & GPL96
GENE_1923,Shared,GPL570 & GPL96
GENE_1924,Shared,GPL570 & GPL96
GENE_1925,Shared,GPL570 & GPL96
GENE_1926,Shared,GPL570 & GPL96
GENE_1927,Shared,GPL570 & GPL96
GENE_1928,Shared,GPL570 & GPL96
GENE_1929,Shared,GPL570 & GPL96
GENE_1930,Shared,GPL570 & GPL96
GENE_1931,Shared,GPL570 & GPL96
GENE_1932,Shared,GPL570 & GPL96
GENE_1933,Shared,GPL570 & GPL96
GENE_1934,Shared,GPL570 & GPL96
GENE_1935,Shared,GPL570 & GPL96
GENE_1936,Shared,GPL570 & GPL96
GENE_1937,Shared,GPL570 & GPL96
GENE_1938,Shared,GPL570 & GPL96
GENE_1939,Shared,GPL570 & GPL96
GENE_1940,Shared,GPL570 & GPL96
GENE_1941,Shared,GPL570 & GPL96
GENE_1942,Shared,GPL570 & GPL96
GENE_1943,Shared,GPL570 & GPL96
GENE_1944,Shared,GPL570 & GPL96
GENE_1945,Shared,GPL570 & GPL96
GENE_1946,Shared,GPL570 & GPL96
GENE_1947,Shared,GPL570 & GPL96
GENE_1948,Shared,GPL570 & GPL96
GENE_1949,Shared,GPL570 & GPL96
GENE_1950,Shared,GPL570 & GPL96
GENE_1951,Shared,GPL570 & GPL96
GENE_1952,Shared,GPL570 & GPL96
GENE_1953,Shared,GPL570 & GPL96
GENE_1954,Shared,GPL570 & GPL96
GENE_1955,Shared,GPL570 & GPL96
GENE_1956,Shared,GPL570 & GPL96
GENE_1957,Shared,GPL570 & GPL96
GENE_1958,Shared,GPL570 & GPL96
GENE_1959,Shared,GPL570 & GPL96
GENE_1960,Shared,GPL570 & GPL96
GENE_1961,Shared,GPL570 & GPL96
GENE_1962,Shared,GPL570 & GPL96
GENE_1963,Shared,GPL570 & GPL96
GENE_1964,Shared,GPL570 & GPL96
GENE_1965,Shared,GPL570 & GPL96
GENE_1966,Shared,GPL570 & GPL96
GENE_1967,Shared,GPL570 & GPL96
GENE_1968,Shared,GPL570 & GPL96
GENE_1969,Shared,GPL570 & GPL96
GENE_1970,Shared,GPL570 & GPL96
GENE_1971,Shared,GPL570 & GPL96
GENE_1972,Shared,GPL570 & GPL96
GENE_1973,Shared,GPL570 & GPL96
GENE_1974,Shared,GPL570 & GPL96
GENE_1975,Shared,GPL570 & GPL96
GENE_1976,Shared,GPL570 & GPL96
GENE_1977,Shared,GPL570 & GPL96
GENE_1978,Shared,GPL570 & GPL96
GENE_1979,Shared,GPL570 & GPL96
GENE_1980,Shared,GPL570 & GPL96
GENE_1981,Shared,GPL570 & GPL96
GENE_1982,Shared,GPL570 & GPL96
GENE_1983,Shared,GPL570 & GPL96
GENE_1984,Shared,GPL570 & GPL96
GENE_1985,Shared,GPL570 & GPL96
GENE_1986,Shared,GPL570 & GPL96
GENE_1987,Shared,GPL570 & GPL96
GENE_1988,Shared,GPL570 & GPL96
GENE_1989,Shared,GPL570 & GPL96
GENE_1990,Shared,GPL570 & GPL96
GENE_1991,Shared,GPL570 & GPL96
GENE_1992,Shared,GPL570 & GPL96
GENE_1993,Shared,GPL570 & GPL96
GENE_1994,Shared,GPL570 & GPL96
GENE_1995,Shared,GPL570 & GPL96
GENE_1996,Shared,GPL570 & GPL96
GENE_1997,Shared,GPL570 & GPL96
GENE_1998,Shared,GPL570 & GPL96
GENE_1999,Shared,GPL570 & GPL96
GENE_2000,Shared,GPL570 & GPL96
GENE_2001,Shared,GPL570 & GPL96
GENE_2002,Shared,GPL570 & GPL96
GENE_2003,Shared,GPL570 & GPL96
GENE_2004,Shared,GPL570 & GPL96
GENE_2005,Shared,GPL570 & GPL96
GENE_2006,Shared,GPL570 & GPL96
GENE_2007,Shared,GPL570 & GPL96
GENE_2008,Shared,GPL570 & GPL96
GENE_2009,Shared,GPL570 & GPL96
GENE_2010,Shared,GPL570 & GPL96
GENE_2011,Shared,GPL570 & GPL96
GENE_2012,Shared,GPL570 & GPL96
GENE_2013,Shared,GPL570 & GPL96
GENE_2014,Shared,GPL570 & GPL96
GENE_2015,Shared,GPL570 & GPL96
GENE_2016,Shared,GPL570 & GPL96
GENE_2017,Shared,GPL570 & GPL96
GENE_2018,Shared,GPL570 & GPL96
GENE_2019,Shared,GPL570 & GPL96
GENE_2020,Shared,GPL570 & GPL96
GENE_2021,Shared,GPL570 & GPL96
GENE_2022,Shared,GPL570 & GPL96
GENE_2023,Shared,GPL570 & GPL96
GENE_2024,Shared,GPL570 & GPL96
GENE_2025,Shared,GPL570 & GPL96
GENE_2026,Shared,GPL570 & GPL96
GENE_2027,Shared,GPL570 & GPL96
GENE_2028,Shared,GPL570 & GPL96
GENE_2029,Shared,GPL570 & GPL96
GENE_2030,Shared,GPL570 & GPL96
GENE_2031,Shared,GPL570 & GPL96
GENE_2032,Shared,GPL570 & GPL96
GENE_2033,Shared,GPL570 & GPL96
GENE_2034,Shared,GPL570 & GPL96
GENE_2035,Shared,GPL570 & GPL96
GENE_2036,Shared,GPL570 & GPL96
GENE_2037,Shared,GPL570 & GPL96
GENE_2038,Shared,GPL570 & GPL96
GENE_2039,Shared,GPL570 & GPL96
GENE_2040,Shared,GPL570 & GPL96
GENE_2041,Shared,GPL570 & GPL96
GENE_2042,Shared,GPL570 & GPL96
GENE_2043,Shared,GPL570 & GPL96
GENE_2044,Shared,GPL570 & GPL96
GENE_2045,Shared,GPL570 & GPL96
GENE_2046,Shared,GPL570 & GPL96
GENE_2047,Shared,GPL570 & GPL96
GENE_2048,Shared,GPL570 & GPL96
GENE_2049,Shared,GPL570 & GPL96
GENE_2050,Shared,GPL570 & GPL96
GENE_2051,Shared,GPL570 & GPL96
GENE_2052,Shared,GPL570 & GPL96
GENE_2053,Shared,GPL570 & GPL96
GENE_2054,Shared,GPL570 & GPL96
GENE_2055,Shared,GPL570 & GPL96
GENE_2056,Shared,GPL570 & GPL96
GENE_2057,Shared,GPL570 & GPL96
GENE_2058,Shared,GPL570 & GPL96
GENE_2059,Shared,GPL570 & GPL96
GENE_2060,Shared,GPL570 & GPL96
GENE_2061,Shared,GPL570 & GPL96
GENE_2062,Shared,GPL570 & GPL96
GENE_2063,Shared,GPL570 & GPL96
GENE_2064,Shared,GPL570 & GPL96
GENE_2065,Shared,GPL570 & GPL96
GENE_2066,Shared,GPL570 & GPL96
GENE_2067,Shared,GPL570 & GPL96
GENE_2068,Shared,GPL570 & GPL96
GENE_2069,Shared,GPL570 & GPL96
GENE_2070,Shared,GPL570 & GPL96
GENE_2071,Shared,GPL570 & GPL96
GENE_2072,Shared,GPL570 & GPL96
GENE_2073,Shared,GPL570 & GPL96
GENE_2074,Shared,GPL570 & GPL96
GENE_2075,Shared,GPL570 & GPL96
GENE_2076,Shared,GPL570 & GPL96
GENE_2077,Shared,GPL570 & GPL96
GENE_2078,Shared,GPL570 & GPL96
GENE_2079,Shared,GPL570 & GPL96
GENE_2080,Shared,GPL570 & GPL96
GENE_2081,Shared,GPL570 & GPL96
GENE_2082,Shared,GPL570 & GPL96
GENE_2083,Shared,GPL570 & GPL96
GENE_2084,Shared,GPL570 & GPL96
GENE_2085,Shared,GPL570 & GPL96
GENE_2086,Shared,GPL570 & GPL96
GENE_2087,Shared,GPL570 & GPL96
GENE_2088,Shared,GPL570 & GPL96
GENE_2089,Shared,GPL570 & GPL96
GENE_2090,Shared,GPL570 & GPL96
GENE_2091,Shared,GPL570 & GPL96
GENE_2092,Shared,GPL570 & GPL96
GENE_2093,Shared,GPL570 & GPL96
GENE_2094,Shared,GPL570 & GPL96
GENE_2095,Shared,GPL570 & GPL96
GENE_2096,Shared,GPL570 & GPL96
GENE_2097,Shared,GPL570 & GPL96
GENE_2098,Shared,GPL570 & GPL96
GENE_2099,Shared,GPL570 & GPL96
GENE_2100,Shared,GPL570 & GPL96
GENE_2101,Shared,GPL570 & GPL96
GENE_2102,Shared,GPL570 & GPL96
GENE_2103,Shared,GPL570 & GPL96
GENE_2104,Shared,GPL570 & GPL96
GENE_2105,Shared,GPL570 & GPL96
GENE_2106,Shared,GPL570 & GPL96
GENE_2107,Shared,GPL570 & GPL96
GENE_2108,Shared,GPL570 & GPL96
GENE_2109,Shared,GPL570 & GPL96
GENE_2110,Shared,GPL570 & GPL96
GENE_2111,Shared,GPL570 & GPL96
GENE_2112,Shared,GPL570 & GPL96
GENE_2113,Shared,GPL570 & GPL96
GENE_2114,Shared,GPL570 & GPL96
GENE_2115,Shared,GPL570 & GPL96
GENE_2116,Shared,GPL570 & GPL96
GENE_2117,Shared,GPL570 & GPL96
GENE_2118,Shared,GPL570 & GPL96
GENE_2119,Shared,GPL570 & GPL96
GENE_2120,Shared,GPL570 & GPL96
GENE_2121,Shared,GPL570 & GPL96
GENE_2122,Shared,GPL570 & GPL96
GENE_2123,Shared,GPL570 & GPL96
GENE_2124,Shared,GPL570 & GPL96
GENE_2125,Shared,GPL570 & GPL96
GENE_2126,Shared,GPL570 & GPL96
GENE_2127,Shared,GPL570 & GPL96
GENE_2128,Shared,GPL570 & GPL96
GENE_2129,Shared,GPL570 & GPL96
GENE_2130,Shared,GPL570 & GPL96
GENE_2131,Shared,GPL570 & GPL96
GENE_2132,Shared,GPL570 & GPL96
GENE_2133,Shared,GPL570 & GPL96
GENE_2134,Shared,GPL570 & GPL96
GENE_2135,Shared,GPL570 & GPL96
GENE_2136,Shared,GPL570 & GPL96
GENE_2137,Shared,GPL570 & GPL96
GENE_2138,Shared,GPL570 & GPL96
GENE_2139,Shared,GPL570 & GPL96
GENE_2140,Shared,GPL570 & GPL96
GENE_2141,Shared,GPL570 & GPL96
GENE_2142,Shared,GPL570 & GPL96
GENE_2143,Shared,GPL570 & GPL96
GENE_2144,Shared,GPL570 & GPL96
GENE_2145,Shared,GPL570 & GPL96
GENE_2146,Shared,GPL570 & GPL96
GENE_2147,Shared,GPL570 & GPL96
GENE_2148,Shared,GPL570 & GPL96
GENE_2149,Shared,GPL570 & GPL96
GENE_2150,Shared,GPL570 & GPL96
GENE_2151,Shared,GPL570 & GPL96
GENE_2152,Shared,GPL570 & GPL96
GENE_2153,Shared,GPL570 & GPL96
GENE_2154,Shared,GPL570 & GPL96
GENE_2155,Shared,GPL570 & GPL96
GENE_2156,Shared,GPL570 & GPL96
GENE_2157,Shared,GPL570 & GPL96
GENE_2158,Shared,GPL570 & GPL96
GENE_2159,Shared,GPL570 & GPL96
GENE_2160,Shared,GPL570 & GPL96
GENE_2161,Shared,GPL570 & GPL96
GENE_2162,Shared,GPL570 & GPL96
GENE_2163,Shared,GPL570 & GPL96
GENE_2164,Shared,GPL570 & GPL96
GENE_2165,Shared,GPL570 & GPL96
GENE_2166,Shared,GPL570 & GPL96
GENE_2167,Shared,GPL570 & GPL96
GENE_2168,Shared,GPL570 & GPL96
GENE_2169,Shared,GPL570 & GPL96
GENE_2170,Shared,GPL570 & GPL96
GENE_2171,Shared,GPL570 & GPL96
GENE_2172,Shared,GPL570 & GPL96
GENE_2173,Shared,GPL570 & GPL96
GENE_2174,Shared,GPL570 & GPL96
GENE_2175,Shared,GPL570 & GPL96
GENE_2176,Shared,GPL570 & GPL96
GENE_2177,Shared,GPL570 & GPL96
GENE_2178,Shared,GPL570 & GPL96
GENE_2179,Shared,GPL570 & GPL96
GENE_2180,Shared,GPL570 & GPL96
GENE_2181,Shared,GPL570 & GPL96
GENE_2182,Shared,GPL570 & GPL96
GENE_2183,Shared,GPL570 & GPL96
GENE_2184,Shared,GPL570 & GPL96
GENE_2185,Shared,GPL570 & GPL96
GENE_2186,Shared,GPL570 & GPL96
GENE_2187,Shared,GPL570 & GPL96
GENE_2188,Shared,GPL570 & GPL96
GENE_2189,Shared,GPL570 & GPL96
GENE_2190,Shared,GPL570 & GPL96
GENE_2191,Shared,GPL570 & GPL96
GENE_2192,Shared,GPL570 & GPL96
GENE_2193,Shared,GPL570 & GPL96
